id,customerId,driverId,rideStatus,rideType,pickupPoint,pickupLat,pickupLong,dropPoint,dropLat,dropLong,initialDistance,initialDuration,finalDistance,finalDuration,payWithNuraCoins,appliedVoucherId,appliedCouponId,rideAssignedLat,rideAssignedLong,initialFare,finalFare,payableAmount,rideStartTime,rideEndTime,rideAssignedTime,initialOdometer,finalOdometer,createdAt,updatedAt,schoolRideBookingId
487,169,,DRIVER_NOT_FOUND,RIDE,"45PR+2XG, Subhash Nagar, Lakshmipuram, Chennai, Tamil Nadu 600099, India",13.1349596,80.19267972,"Elite Enclave Flats ANNA NAGAR WEST, 1st Avenue, Park Rd, near Andaman Nicobar Bhavan, B-Sector, Anna Nagar West Extension, Chennai, Tamil Nadu 600101, India",13.0971517,80.1911026,7.215,986,0,0,f,,,,,145,,,,,,,,16-10-2025,06:03:32,16-10-2025
611,289,,PENDING,RIDE,"West Gate Road, W Gate Rd, D-Sector, Anna Nagar West Extension, Chennai, Tamil Nadu 600101, India",13.0921186,80.1946192,"Abbas Opticals, No AA-72, 4th Ave, opp. The BoardRoom, AA Block, Shanthi Colony, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0822845,80.2158489,3.349,664,0,0,f,,,,,89,,,,,,,,18-10-2025,12:06:04,18-10-2025
541,192,,DRIVER_NOT_FOUND,RIDE,"Kinasefitness, 33, Rutland Tower, Shafee Mohammed Rd, Thousand Lights West, Nungambakkam, Chennai, Tamil Nadu 600006, India",13.05968,80.2520394,"Appaswamy Towers, 26QR+WR3, Sir Thyagaraya Rd, T. Nagar, Chennai, Tamil Nadu 600017, India",13.0397711,80.2420573,3.792,682,0,0,f,,,,,89,,,,,,,,17-10-2025,13:39:31,17-10-2025
554,260,,PENDING,RIDE,"46V2+H99, Padmavathi Nagar, Lakshmipuram, Chennai, Tamil Nadu 600066, India",13.1439179,80.2010655,"Sidco Industrial Estate, Sidco Industrial Estate, Villivakkam, Chennai, Tamil Nadu 600049, India",13.1043118,80.1979676,7.56,1198,0,0,f,,,,,145,,,,,,,,18-10-2025,01:12:32,18-10-2025
574,264,,PENDING,RIDE,"2c/61, 81st St, above iniya tailors, Sector 10, Sector 13, Ashok Nagar, Chennai, Tamil Nadu 600083, India",13.0393016,80.2104557,"Hycare Hospitals - Arumbakkam, No 37, Main Rd, Razaak Garden, Ayyavoo Colony, Arumbakkam, Chennai, Tamil Nadu 600106, India",13.0705707,80.2155643,5.568,941,0,0,f,,,,,120,,,,,,,,18-10-2025,06:08:58,18-10-2025
613,245,35,CANCELLED,RIDE,"282A, Shiv Sakthi Colony, Agathiyar Nagar, Villivakkam, Chennai, Tamil Nadu 600049, India",13.10078528,80.19543056,"Metrozone G Tower, 35JV+C8X, Metrozone Driveway, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0811021,80.1933499,4.253,808,0,0,f,,,13.07982401,80.19440442,107,,,,,45948.50491,,,18-10-2025,12:09:08,18-10-2025
612,245,35,CANCELLED,RIDE,"282A, Shiv Sakthi Colony, Agathiyar Nagar, Villivakkam, Chennai, Tamil Nadu 600049, India",13.10083893,80.1952902,"Metrozone G Tower, 35JV+C8X, Metrozone Driveway, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0811021,80.1933499,4.059,790,0,0,f,,,13.07982401,80.19440442,107,,,,,45948.50441,,,18-10-2025,12:06:40,18-10-2025
597,60,35,COMPLETED,RIDE,"The Metrozone, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0835081,80.1941964,"Old Tirumangalam, Old Tirumangalam, Anna Nagar, Chennai, Tamil Nadu, India",13.0798376,80.2004083,1.924,474,2,14,f,,,13.07998623,80.19406646,49,49,49,45948.37695,45948.38685,45948.37295,2945,2947,18-10-2025,09:17:18,18-10-2025
630,313,,PENDING,RIDE,"14/909, 6th Ave, 14/909, 6th Ave, Anna Nagar West, Sector D, Syndicate Bank Colony, Chennai, Tamil Nadu 600101, India",13.089815,80.195404,"DABC MITHILAM, DABC MITHILAM, Nolambur, Ambattur Industrial Estate, Chennai, Tamil Nadu 600095, India",13.0693323,80.167627,6.005,1167,0,0,f,,,,,126,,,,,,,,19-10-2025,04:15:48,19-10-2025
644,326,,PENDING,RIDE,"1-3, Rajiv Gandhi Nagar, Sivalingapuram, Thathan Kuppam, Villivakkam, Chennai, Tamil Nadu 600049, India",13.11380708,80.19805424,"RV Nagar Main Road, RV Nagar Main Rd, R.V. Nagar, Thiruvalluvar Nagar, Kilpauk Garden Colony, Kilpauk, Chennai, Tamil Nadu 600102, India",13.0871313,80.2280422,6.574,956,0,0,f,,,,,126,,,,,,,,19-10-2025,08:45:26,19-10-2025
659,294,5,CANCELLED,RIDE,"1-1, 1-1, Kushaldoss St, Pushpa Colony, Annamalai Colony, Chennai, Tamil Nadu 600093, India",13.0533263,80.2035819,"Phoenix mall, Vijay Park, CPWD Quarters, Kannan Colony, Alandur, Chennai, Tamil Nadu 600042, India",12.9928654,80.2178805,12.265,1953,0,0,f,,,13.07991526,80.19427031,251,,,,,45949.53135,,,19-10-2025,12:45:39,19-10-2025
660,132,,PENDING,RIDE,"Anna Nagar, Anna Nagar, Chennai, Tamil Nadu, India",13.0849557,80.2101342,"Kilpauk, Kilpauk, Chennai, Tamil Nadu, India",13.0828318,80.2417105,4.247,785,0,0,f,,,,,107,,,,,,,,19-10-2025,12:46:28,19-10-2025
672,269,,PENDING,RIDE,"7, BB Rd, Sriram Nagar, Perambur, Chennai, Tamil Nadu 600039, India",13.1136932,80.2530739,"Rainbow Children's Hospital & BirthRight, Anna Nagar, Chennai - Best Maternity Hospital, Pillaiyar Koil St, Thirumangalam, Chennai, Tamil Nadu 600040, India",13.0791164,80.1980927,16.157,2268,0,0,f,,,,,329,,,,,,,,20-10-2025,03:28:44,20-10-2025
575,218,8,CANCELLED,RIDE,"123, Shivani St, behind VR Chennai, Sathya Sai Nagar, Padi Kuppam, Koyambedu, Chennai, Tamil Nadu 600040, India",13.07901151,80.19126201,"Vurve Salon | Anna Nagar, 1st Floor, Old No.11, New No.21, Plot No.3558, 6th Ave, J Block, Annanagar East, Chennai, Tamil Nadu 600102, India",13.0920912,80.2189183,4.96,1040,0,0,f,,2,13.06719857,80.21096975,107,,,,,45948.25898,,,18-10-2025,06:17:28,18-10-2025
555,269,,CANCELLED,RIDE,"42, Pillaiyar Koil St, near Vr Mall, Thirumangalam, Chennai, Tamil Nadu 600040, India",13.0801672,80.1981837,"BB Road, BB Rd, Chinnaiyan Colony, Perambur, Chennai, Tamil Nadu, India",13.1114714,80.2526411,10.821,1827,0,0,f,,,,,178,,,,,,,,18-10-2025,06:43:33,18-10-2025
509,167,17,CANCELLED,RIDE,"15/62, 14th St, Block V, V Block, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.08995488,80.21137532,"NSC Bose Road, NSC Bose Rd, Badri Garden, George Town, Chennai, Tamil Nadu, India",13.0909305,80.276525,8.617,1725,0,0,f,,2,13.08323828,80.19204944,162,,,,,45946.67503,,,16-10-2025,16:12:13,16-10-2025
476,63,17,CANCELLED,RIDE,"Metro Zone, Tnhb N.v Nagar Quarters, 40, Jawaharlal Nehru Salai, Anna Nagar, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0844867,80.1983271,"Anna Tower, Anna Nagar 3rd Main Rd, X Block, Tower Park, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0863404,80.2137736,1.855,411,0,0,f,,,13.07985189,80.19409865,49,,,,,45945.43398,,,15-10-2025,10:27:09,15-10-2025
489,217,,PENDING,RIDE,"Navin's Dayton Heights, Navin's Dayton Heights, Navin's Dayton Heights, 76, Nelson Manickam Rd, Railway Colony, Aminjikarai, Chennai, Tamil Nadu 600030, India",13.0713646,80.2225231,"194, Rangarajapuram Main Rd, 194, Rangarajapuram Main Rd, Kamaraj Colony, Kodambakkam, Chennai, Tamil Nadu 600024, India",13.0510248,80.221844,3.871,885,0,0,f,,,,,89,,,,,,,,16-10-2025,06:45:41,16-10-2025
490,124,,PENDING,RIDE,"Diya Salon Men, 119, 40, Bajanai Koil St, Choolaimedu, Chennai, Tamil Nadu 600094, India",13.0610962,80.2251591,"Thousand Lights, Express Estate, Royapettah, Chennai, Tamil Nadu 600014, India",13.0583557,80.2585174,7.265,1266,0,0,f,,,,,145,,,,,,,,16-10-2025,06:48:55,16-10-2025
523,256,,DRIVER_NOT_FOUND,RIDE,"5-444, Agathiyar Rd, Block 5, Mogappair East, Chennai, Tamil Nadu 600037, India",13.080967,80.1866134,"CANARA BANK - CHENNAI VILLIVAKKAM-II, NO.12/2, PHASE 1, Sidco Nagar, Villivakkam, Ambattur, Chennai, Tamil Nadu 600049, India",13.1050409,80.2007606,4.998,845,0,0,f,,1,,,107,,,,,,,,17-10-2025,07:26:45,17-10-2025
542,260,,PENDING,RIDE,"23, Veeraragahavalu Nagar, Kolathur, Chennai, Tamil Nadu 600066, India",13.1440306,80.2012373,"Sidco Nagar, Sidco Nagar, Villivakkam, Chennai, Tamil Nadu 600049, India",13.1062507,80.2017458,6.045,1078,0,0,f,,,,,126,,,,,,,,17-10-2025,14:18:00,17-10-2025
543,260,,PENDING,RIDE,"23, Veeraragahavalu Nagar, Kolathur, Chennai, Tamil Nadu 600066, India",13.1439981,80.2012147,"Anna Nagar, Anna Nagar, Chennai, Tamil Nadu, India",13.0849557,80.2101342,10.276,1571,0,0,f,,,,,178,,,,,,,,17-10-2025,14:19:29,17-10-2025
598,218,5,CANCELLED,RIDE,"J11, 6th Ave, J Block, Annanagar East, Chennai, Tamil Nadu 600102, India",13.09218079,80.21896108,"Anusha Street, Anusha St, Sathya Sai Nagar, Thirumangalam, Koyambedu, Chennai, Tamil Nadu 600040, India",13.079382,80.1909298,6.512,1087,0,0,t,,,13.07987471,80.19413084,126,,,,,45948.37769,,,18-10-2025,09:11:22,18-10-2025
614,289,9,CANCELLED,RIDE,"BLOCK-B, SBOA SCHOOL, W Gate Rd, D-Sector, Anna Nagar West Extension, Chennai, Tamil Nadu 600101, India",13.0914037,80.1945801,"Abbas Opticals, No AA-72, 4th Ave, opp. The BoardRoom, AA Block, Shanthi Colony, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0822845,80.2158489,3.269,639,0,0,f,,1,13.08488078,80.21057814,89,,,,,45948.50949,,,18-10-2025,12:20:50,18-10-2025
631,315,,PENDING,RIDE,"7, ThambuSwamy Rd, Pava Puri Colony, Kilpauk, Chennai, Tamil Nadu 600010, India",13.0839115,80.2494507,"ELITE CARDS, 191, NSC Bose Rd, near Olympic cards, opp. Broadway Road, Flower Bazaar, busstand, Chennai, Tamil Nadu 600001, India",13.0885152,80.2837408,5.557,1074,0,0,f,,,,,120,,,,,,,,19-10-2025,04:30:00,19-10-2025
645,328,,PENDING,RIDE,"6-5, Dr Ambedkar St, Razaak Garden, Ayyavoo Colony, Ayyavdo Nagar, Chennai, Tamil Nadu 600106, India",13.0729266,80.2161991,"Vivekananda Main Road, Vivekananda Main Road, Ganapathi Nagar, Devi Nagar, Venkateswara Nagar, Kolathur, Chennai, Tamil Nadu 600099, India",13.1261428,80.2003069,8.712,1245,0,0,f,,,,,162,,,,,,,,19-10-2025,09:14:08,19-10-2025
661,342,,OUTSIDE_SERVICE_AREA,RIDE,"232, Block 12, Block 11, J J Nagar, Mogappair East, Chennai, Tamil Nadu 600037, India",13.0824845,80.1813415,"Chennai Egmore, Gandhi Irwin Rd, Egmore, Chennai, Tamil Nadu 600008, India",13.0778704,80.2612511,10.815,1905,0,0,f,,,,,0,,,,,,,,19-10-2025,13:39:37,19-10-2025
673,352,,PENDING,RIDE,"170/1, Tnhb, Tiruvalleeswarar Nagar, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0832277,80.1933907,"39-374, 39-374, Mohanram Nagar, Mogappair, Chennai, Tamil Nadu 600037, India",13.0849363,80.1791913,2.535,556,0,0,f,,,,,88,,,,,,,,20-10-2025,05:58:33,20-10-2025
674,352,,PENDING,RIDE,"170/1, Tnhb, Tiruvalleeswarar Nagar, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0832128,80.1934148,"39-374, 39-374, Mohanram Nagar, Mogappair, Chennai, Tamil Nadu 600037, India",13.0849363,80.1791913,2.528,554,0,0,f,,,,,88,,,,,,,,20-10-2025,06:00:49,20-10-2025
675,346,18,COMPLETED,RIDE,"170/1, Tnhb, Tiruvalleeswarar Nagar, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.083218,80.1934029,"39-374, 39-374, Mohanram Nagar, Mogappair, Chennai, Tamil Nadu 600037, India",13.0849363,80.1791913,2.528,554,3,7,f,,1,13.07976825,80.19432932,88,88,0,45950.26165,45950.26672,45950.2518,5466,5469,20-10-2025,06:24:04,20-10-2025
685,316,35,CANCELLED,RIDE,"28/1276, 28/1276, 28/1276, 28th St, Kambar Colony, I Block, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0952283,80.2030143,"Pulla Avenue, Pulla Ave, Bharathi Puram, Shenoy Nagar, Chennai, Tamil Nadu 600030, India",13.0797473,80.2251376,4.383,788,0,0,f,,,13.07851863,80.1990822,107,,,,,45950.36192,,,20-10-2025,08:43:23,20-10-2025
510,167,,PENDING,RIDE,"15/62, 14th St, Block V, V Block, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0899621,80.21135487,"NSC Bose Rd, Sowcarpet, George Town, Chennai, Tamil Nadu 600079, 37QM+92M, NSC Bose Rd, Rattan Bazaar, George Town, Chennai, Tamil Nadu 600001, India",13.088452,80.2825387,9.525,1935,0,0,f,,,,,173,,,,,,,,16-10-2025,16:12:44,16-10-2025
511,167,,PENDING,RIDE,"New No 26/2,Old No 15/2, 14th St, V Block, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.09001267,80.21124531,"SDAT Dolphin Swimming Academy, Block-8, State Sports Complex, Bharathi Salai, Mogappair West, Mogappair, Chennai, Tamil Nadu 600037, India",13.0804126,80.1709314,6.351,1189,0,0,f,,,,,126,,,,,,,,16-10-2025,16:13:25,16-10-2025
463,122,12,CANCELLED,RIDE,"Metrozone S Tower., Metrozone S Tower, Thirumangalam, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0826331,80.1952264,"Vertexcrest Logistics Private Limited, Ganesh Glades Plot No, 1164, G Block, 6th Ave, P Block, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0925462,80.2078306,3.276,519,0,0,f,,1,13.079568,80.19506961,89,,,,,45945.1583,,,15-10-2025,04:20:33,15-10-2025
524,65,,DRIVER_NOT_FOUND,RIDE,"Metrozone G Tower, 35JV+C8X, Metrozone Driveway, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0811021,80.1933499,"M.O.P. Vaishnav College for Women, 20, IV Lane, Nungambakkam High Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600034, India",13.0557886,80.250348,10.026,1728,0,0,f,1,,,,178,,,,,,,,17-10-2025,07:46:09,17-10-2025
615,289,9,CANCELLED,RIDE,"BLOCK-B, SBOA SCHOOL, W Gate Rd, D-Sector, Anna Nagar West Extension, Chennai, Tamil Nadu 600101, India",13.0914116,80.1945796,"Abbas Opticals, No AA-72, 4th Ave, opp. The BoardRoom, AA Block, Shanthi Colony, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0822845,80.2158489,3.27,639,0,0,f,,1,13.08508609,80.2055034,89,,,,,45948.51523,,,18-10-2025,12:22:11,18-10-2025
525,65,,DRIVER_NOT_FOUND,RIDE,"Metrozone G Tower, 35JV+C8X, Metrozone Driveway, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0811021,80.1933499,"20, IV Lane, Nungambakkam High Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600034, India",13.0557886,80.250348,10.026,1728,0,0,f,1,,,,178,,,,,,,,17-10-2025,07:46:44,17-10-2025
544,187,32,COMPLETED,RIDE,"Vr mall, 35JX+M2X, Metrozone Driveway, Anna Nagar West, Chennai, Tamil Nadu 600040, India",13.0817317,80.1976217,"Santhosh Super Stores, C-33, 2nd Ave, opposite Santhosh Super Market, A E Block, Block AE, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0848974,80.2058955,1.948,430,3,19,f,,,13.08017127,80.19778401,49,49,49,45947.60954,45947.62274,45947.6049,2731,2734,17-10-2025,14:57:00,17-10-2025
526,65,,DRIVER_NOT_FOUND,RIDE,"G12, Jawaharlal Nehru Salai, Thirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.08088008,80.19697744,"20, IV Lane, Nungambakkam High Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600034, India",13.0557886,80.250348,9.387,1554,0,0,f,1,,,,173,,,,,,,,17-10-2025,07:48:05,17-10-2025
576,218,9,COMPLETED,RIDE,"123, Shivani St, behind VR Chennai, Sathya Sai Nagar, Padi Kuppam, Koyambedu, Chennai, Tamil Nadu 600040, India",13.07891183,80.19113798,"Vurve Salon | Anna Nagar, 1st Floor, Old No.11, New No.21, Plot No.3558, 6th Ave, J Block, Annanagar East, Chennai, Tamil Nadu 600102, India",13.0920912,80.2189183,5.366,1091,5,24,f,,2,13.0817428,80.19386262,120,120,96,45948.26902,45948.28617,45948.26242,4434,4439,18-10-2025,06:52:25,18-10-2025
599,247,,PENDING,RIDE,"Alandur Court, Ramapuram, Alandur, Chennai, Tamil Nadu 600016, India",12.9974843,80.1933814,"Modern Senior Sec School, 6th St, Lakshmi Nagar IV Stage, AG'S Office Colony, Nanganallur, Chennai, Tamil Nadu 600061, India",12.9740082,80.1855231,4.563,801,0,0,f,,,,,107,,,,,,,,18-10-2025,09:21:00,18-10-2025
646,200,,PENDING,RIDE,"15/8, Velu St, 15/8, Velu St, Gokulam Colony, Ramakrishnapuram, West Mambalam, Chennai, Tamil Nadu 600033, India",13.0407345,80.2224494,"Bask by Coffee?, 11/6, Kasturi Rangan Rd, Kasturi Estate, Teynampet, Chennai, Tamil Nadu 600086, India",13.0426632,80.2562869,5.354,963,0,0,f,,,,,120,,,,,,,,19-10-2025,10:06:06,19-10-2025
662,281,,PENDING,RIDE,"3677+WW5, EVR St, MMDA Colony, Arumbakkam, Chennai, Tamil Nadu 600106, India",13.06475406,80.21483649,"BRIHADHEE, New no-W, 41( Old no-W 124, 3rd Ave, W Block, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0879396,80.2178246,3.081,670,0,0,f,,,,,89,,,,,,,,19-10-2025,14:04:42,19-10-2025
663,281,35,CANCELLED,RIDE,"3677+WW5, EVR St, MMDA Colony, Arumbakkam, Chennai, Tamil Nadu 600106, India",13.0647554,80.2148319,"BRIHADHEE, New no-W, 41( Old no-W 124, 3rd Ave, W Block, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0879396,80.2178246,3.081,669,0,0,f,,,13.07977839,80.19426495,89,,,,,45949.58736,,,19-10-2025,14:06:02,19-10-2025
677,353,,OUTSIDE_SERVICE_AREA,RIDE,"A E Block, A E Block, Block AE, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0836367,80.2066841,"Chennai International Airport, Chennai - Trichy Hwy, Tambaram, Meenambakkam, Chennai, Tamil Nadu 600027, India",12.9939595,80.1706653,15.255,2372,0,0,f,,,,,0,,,,,,,,20-10-2025,07:20:37,20-10-2025
678,353,,PENDING,RIDE,"Anna Nagar, Anna Nagar, Chennai, Tamil Nadu, India",13.0849557,80.2101342,"Vr mall, 35JX+M2X, Metrozone Driveway, Anna Nagar West, Chennai, Tamil Nadu 600040, India",13.0817317,80.1976217,3.907,671,0,0,f,,,,,89,,,,,,,,20-10-2025,07:21:01,20-10-2025
464,187,,PENDING,RIDE,"Baashyaam Crown Residence Tower 2, Poonamallee High Rd, Koyambedu, Chennai, Tamil Nadu 600107, India",13.0760763,80.1945475,"Directorate of Stationery and Printing, 110, Anna Salai, Chintadripet, Chennai, Tamil Nadu 600002, India",13.0656312,80.2664793,9.94,1621,0,0,f,,,,,173,,,,,,,,15-10-2025,04:10:12,15-10-2025
647,332,,PENDING,RIDE,"Koyambedu, Koyambedu, Chennai, Tamil Nadu, India",13.0693568,80.1948314,"Thirumangalam, Thirumangalam, Chennai, Tamil Nadu, India",13.083528,80.1944807,2.793,574,0,0,f,,,,,88,,,,,,,,19-10-2025,10:49:25,19-10-2025
465,187,10,COMPLETED,RIDE,"Baashyaam Crown Residence Tower 2, Poonamallee High Rd, Koyambedu, Chennai, Tamil Nadu 600107, India",13.0761047,80.1945484,"Directorate of Stationery and Printing, 110, Anna Salai, Chintadripet, Chennai, Tamil Nadu 600002, India",13.0656312,80.2664793,9.942,1622,10,51,f,,1,13.07991273,80.19420058,173,173,0,45945.18878,45945.2246,45945.17475,2405,2415,15-10-2025,05:23:26,15-10-2025
478,231,,PENDING,RIDE,"Ground Floor, Jhaver Plaza, 1, Nungambakkam High Rd, Tirumurthy Nagar, Nungambakkam, Chennai, Tamil Nadu 600034, India",13.05408157,80.24993462,"Prince Galada Gardens, old No.72, PRINCE GALADA GARDEN, E VK Sampath Rd, Sampath Salai, Vepery, Chennai, Tamil Nadu 600007, India",13.0845841,80.2623809,5.463,947,0,0,f,,,,,120,,,,,,,,15-10-2025,12:32:16,15-10-2025
664,343,,PENDING,RIDE,"All Nations Chennai Holiness church / All Nations Ministries/All Nations christian council South India, 15D, 41, Ponnan Kinaru St, Villivakkam, Chennai, Tamil Nadu 600049, India",13.1041334,80.2119934,"Pace Prana, Pace Prana, Padikuppam Main Rd, Kamaraj Nagar, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0827783,80.1917894,5.213,998,0,0,f,,,,,120,,,,,,,,19-10-2025,15:02:55,19-10-2025
680,352,,PENDING,RIDE,"10, EB Office Rd, Everest Colony, Chennai, Tamil Nadu 600037, India",13.0797255,80.1839146,"24, W College Rd, 24, W College Rd, Jagannatha Nagar, Arumbakkam, Chennai, Tamil Nadu 600106, India",13.0737392,80.2088614,4.993,926,0,0,f,,,,,107,,,,,,,,20-10-2025,07:53:18,20-10-2025
527,65,,DRIVER_NOT_FOUND,RIDE,"Metrozone G Tower, 35JV+C8X, Metrozone Driveway, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0811021,80.1933499,"M.O.P. Vaishnav College for Women, 20, IV Lane, Nungambakkam High Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600034, India",13.0557886,80.250348,10.026,1728,0,0,f,1,,,,178,,,,,,,,17-10-2025,07:55:49,17-10-2025
492,124,17,CANCELLED,RIDE,"Diya Salon Men, 119, 40, Bajanai Koil St, Choolaimedu, Chennai, Tamil Nadu 600094, India",13.0610962,80.2251591,"Thousand Lights, Express Estate, Royapettah, Chennai, Tamil Nadu 600014, India",13.0583557,80.2585174,7.265,1266,0,0,f,,1,13.07431353,80.22215456,145,,,,,45946.29172,,,16-10-2025,07:00:21,16-10-2025
545,261,,PENDING,RIDE,"11/7, 9th St, Jagadambal Colony, Othavadi, Mylapore, Chennai, Tamil Nadu 600004, India",13.0446189,80.2730503,"Chittaranjan Road, Chittaranjan Rd, Sri Ram Nagar, Alwarpet, Chennai, Tamil Nadu 600018, India",13.0331166,80.2474429,4.786,921,0,0,f,,,,,107,,,,,,,,17-10-2025,14:40:11,17-10-2025
600,245,5,COMPLETED,RIDE,"BLOCK-G, METROZONE TOWERS, Metrozone Driveway, Thirumangalam, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.08133869,80.19411736,"SHRI KUDIL, 4, Sivasakthi Colony, SHRI KUDIL, Agathiyar Nagar, Villivakkam, Chennai, Tamil Nadu 600049, India",13.1011249,80.1953894,4.231,731,5,17,f,,,13.08012311,80.19376606,107,107,107,45948.42104,45948.43335,45948.41813,4006,4011,18-10-2025,10:27:38,18-10-2025
557,65,10,CANCELLED,RIDE,"Metrozone G Tower, 35JV+C8X, Metrozone Driveway, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0811021,80.1933499,"Steril-Gene Life Sciences (P) Ltd, 15, Gopalakrishna Rd, T. Nagar, Chennai, Tamil Nadu 600017, India",13.0417909,80.2393341,10.617,1871,0,0,f,1,,13.07985696,80.1941362,178,,,,,45948.13318,,,18-10-2025,10:36:27,18-10-2025
681,352,,PENDING,RIDE,"Indir Grandroum Block-A, Indir Grandroum, EB Office Rd, Golden George Nagar, Mogappair East, Chennai, Tamil Nadu 600037, India",13.0796331,80.1839052,"24, W College Rd, 24, W College Rd, Jagannatha Nagar, Arumbakkam, Chennai, Tamil Nadu 600106, India",13.0737392,80.2088614,4.991,925,0,0,f,,,,,107,,,,,,,,20-10-2025,07:56:29,20-10-2025
616,191,,DRIVER_NOT_FOUND,RIDE,"Kinasefitness, 33, Rutland Tower, Shafee Mohammed Rd, Thousand Lights West, Nungambakkam, Chennai, Tamil Nadu 600006, India",13.05968,80.2520394,"Appaswamy Towers, 26QR+WR3, Sir Thyagaraya Rd, T. Nagar, Chennai, Tamil Nadu 600017, India",13.0397711,80.2420573,3.792,682,0,0,f,,,,,89,,,,,,,,18-10-2025,13:25:11,18-10-2025
633,317,10,COMPLETED,RIDE,"38, Satyasai Nagar Rd, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0799801,80.1940352,"J.j.complex, Shop No :49,1st Floor, JJ Complex, Bridge, near Thirumangalam, Gaingaiammaannagar, Natarajan Nagar, Thirumangalam, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0864851,80.1983702,1.216,255,0,7,f,,,13.07993554,80.19402891,49,49,49,45949.22341,45949.22857,45949.20892,2764,2764,19-10-2025,05:43:45,19-10-2025
688,212,,DRIVER_NOT_FOUND,RIDE,"Navkar Avenue, Navkar Avenue, 63/2, Periyamedu, Choolai, Chennai, Tamil Nadu 600007, India",13.0894891,80.2686929,"Arihant Industrial & Safety Solutions, 12, Broadway Rd, Manadi Police Colony, George Town, Chennai, Tamil Nadu 600001, India",13.1015391,80.2869706,5.565,903,0,0,f,,2,,,120,,,,,,,,20-10-2025,10:34:55,20-10-2025
693,43,,OUTSIDE_SERVICE_AREA,RIDE,"Plot No.1, Sri Renugambal Flats, Abinandan Nagar 2nd Main Road, 1/449, 2nd Main Rd, Vijayalakshmi Nagar, Abhinandan Nagar, Nanmangalam, Chennai, Tamil Nadu 600129, India",12.9402536,80.1746016,"Vallakottai Murugan Temple, Vallakkottai, Oragadam, Tamil Nadu 602118, India",12.8829298,79.9332047,35.227,3577,0,0,f,,,,,0,,,,,,,,20-10-2025,12:02:32,20-10-2025
691,62,17,COMPLETED,RIDE,"BLOCK-H, METROZONE TOWERS, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0819199,80.1939602,"12-43, Sathya Nagar, West End Colony, Padi, Chennai, Tamil Nadu 600050, India",13.09027308,80.18175311,2.582,555,3,10,f,,,13.07978346,80.19420594,88,88,88,45950.48814,45950.49527,45950.48303,2928,2931,20-10-2025,11:53:24,20-10-2025
878,421,,PENDING,RIDE,"25-596, 25-596, Mogappair West, Mohanram Nagar, Mogappair, Chennai, Tamil Nadu 600037, India",13.0838518,80.1722868,"Bhavyam veg, 49, 6th Ave, P Block, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0925528,80.2149504,6.21,1102,0,0,f,,,,,126,,,,,,,,24-10-2025,11:59:07,24-10-2025
