id,customerId,driverId,rideStatus,rideType,pickupPoint,pickupLat,pickupLong,dropPoint,dropLat,dropLong,initialDistance,initialDuration,finalDistance,finalDuration,payWithNuraCoins,appliedVoucherId,appliedCouponId,rideAssignedLat,rideAssignedLong,initialFare,finalFare,payableAmount,rideStartTime,rideEndTime,rideAssignedTime,initialOdometer,finalOdometer,createdAt,updatedAt,date,time_est,hour,source,dd,dd1,dd2,dd3,dd4,dd5
431,208,,PENDING,RIDE,"4-442, Agathiyar Rd, Block 5, Mogappair East, Chennai, Tamil Nadu 600037, India",13.08097008,80.18649425,"Shrinithi Insurance Broking private limited, 1st Floor, No.55/2 (20/2, Alagappa Rd, Sripuram, Purasaiwakkam, Chennai, Tamil Nadu 600084, India",13.0815711,80.2526283,8.813,1492,0,0,f,,,,,162,,,,,,,,45943.78149,45943.78149,45943,18:45:20,0,real,,,,,,
429,190,5,CANCELLED,RIDE,"1a, 12th Main Rd, L Block, 2nd avenue West, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.08512628,80.20264093,"31&32 Metrocity phase 2, 349W+CMF, Vadanoombal, Maduravoyal, Chennai, Tamil Nadu 600095, India",13.0685688,80.1466719,9.014,1518,0,0,f,,1,13.08151721,80.19133598,173,,,,,45943.65704,,,45943.65685,45943.65724,45943,15:45:51,21,FnF,,,,,,
433,209,18,CANCELLED,RIDE,"20/1, Sidco Nagar, Villivakkam, Chennai, Tamil Nadu 600049, India",13.1101677,80.2051996,"Jains Abhineet, Jains Abhineet Plot 3 Block 8, Jains Abhineet, 2nd Main Rd, north jaganatha nagar, Rajamangalam, Villivakkam, Chennai, Tamil Nadu 600049, India",13.1115244,80.2055114,1.092,237,0,0,f,,1,13.08034363,80.19641072,49,,,,,45944.23763,,,45944.23736,45944.23794,45944,05:41:48,11,real,,,,,,
434,209,,PENDING,RIDE,"20/1, Sidco Nagar, Villivakkam, Chennai, Tamil Nadu 600049, India",13.1101314,80.2052089,"THE LEGEND NEW SARAVANA STORES, 15, Madras Thiruvallur High Rd, Padi, Chennai, Tamil Nadu 600050, India",13.10059783,80.19034255,2.833,524,0,0,f,,,,,88,,,,,,,,45944.23822,45944.23822,45944,05:43:02,11,real,,,,,,
435,209,,PENDING,RIDE,"20/1, Sidco Nagar, Villivakkam, Chennai, Tamil Nadu 600049, India",13.110123,80.2052097,"11, Old Tirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.08020687,80.19729182,6.928,1087,0,0,f,,,,,126,,,,,,,,45944.23867,45944.23867,45944,05:43:41,11,real,,,,,,
436,209,,PENDING,RIDE,"20/1, Sidco Nagar, Villivakkam, Chennai, Tamil Nadu 600049, India",13.1101143,80.2052024,"36/18, S Perumal Kovil St, Vadapalani, Chennai, Tamil Nadu 600026, India",13.05194621,80.21376997,8.834,1346,0,0,f,,,,,162,,,,,,,,45944.24042,45944.24042,45944,05:46:12,11,real,,,,,,
496,8,,DRIVER_NOT_FOUND,RIDE,"37MG+35J, Periamet, Kannappar Thidal, Chennai, Tamil Nadu 600003, India",13.08272771,80.27538682,"42, Gandhi Mandapam Rd, Chitra Nagar, Kotturpuram, Chennai, Tamil Nadu 600085, India",13.020161,80.241487,9.916,1500,0,0,f,,,,,173,,,,,,,,45946.36641,45946.36644,45946,08:47:38,14,test,,,,,,
432,120,10,CANCELLED,RIDE,"Metrozone N Tower, 44, Pillaiyar Koil Street, Off, Jawaharlal Nehru Salai, behind Vcare Hospital, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0835308,80.1941479,"Narayana Olympiad School- Mogappair, EB Office Rd, Golden George Nagar, Mogappair East, Chennai, Tamil Nadu 600037, India",13.0795366,80.1826181,2.253,517,0,0,f,3,,13.07983162,80.1943025,88,,,,,45944.0885,,,45944.08847,45944.38052,45944,02:07:24,7,Metrozone,Metrozone,,,,,
437,147,,DRIVER_NOT_FOUND,RIDE,"No-- 148, AVS Main Road, Beside Cell Towers, near Mohan Gardens, Agraharam, Korattur, Chennai, Tamil Nadu 600076, India",13.1168559,80.19374695,"Dr Nalli Kuppuswami Vivekananda Vidyalaya Junior College, 454M+989, 11th St, TNHB Colony, Korattur, TNHB Colony, Chennai, Tamil Nadu 600050, India",13.1059241,80.1833447,5.232,830,0,0,f,,,,,120,,,,,,,,45944.34175,45944.34183,45944,08:12:07,13,real,,,,,,
438,211,,PENDING,RIDE,"BLOCK-C, BLOCK-C, METROZONE TOWERS, Thirumangalam, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.080528,80.1934128,"Thirumangalam Metro, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0854821,80.2009823,1.503,356,0,0,f,,,,,49,,,,,,,,45944.3752,45944.3752,45944,09:00:17,14,Metrozone,Metrozone,,,,,
439,212,,PENDING,RIDE,"37Q9+PH7, Periyamedu, Choolai, Chennai, Tamil Nadu 600007, India",13.08933227,80.26900982,"Express Avenue, 17, Pattullos Rd, Express Estate, Thousand Lights, Chennai, Tamil Nadu 600014, India",13.0584546,80.2641844,5.525,909,0,0,f,,,,,120,,,,,,,,45944.37863,45944.37863,45944,09:05:14,14,real,,,,,,
441,213,5,CANCELLED,RIDE,"Thirumangalam, Thirumangalam, Chennai, Tamil Nadu, India",13.083528,80.1944807,"Suxus Men's and Women's Wear, 5, Jawaharlal Nehru Salai, Old Tirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0788768,80.1989582,2.165,485,0,0,f,,,13.08000651,80.19403428,88,,,,,45944.4095,,,45944.40942,45944.40982,45944,09:49:34,15,Metrozone,,,,,,
442,213,5,CANCELLED,RIDE,"K Tower, K Tower, METROZONE TOWERS, Thirumangalam, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.083277,80.1941121,"Suxus Men's and Women's Wear, 5, Jawaharlal Nehru Salai, Old Tirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0788768,80.1989582,2.249,506,0,0,f,,,13.08000651,80.19403428,88,,,,,45944.41236,,,45944.41234,45944.41263,45944,09:53:46,15,Metrozone,Metrozone,,,,,
443,191,,DRIVER_NOT_FOUND,RIDE,"Glow - Skin | Beauty | Wellness, 3rd Floor, Door No:3, Khader Nawaz Khan Rd, Thousand Lights West, Thousand Lights, Chennai, Poombukar Nagar, Tamil Nadu 600006, India",13.0608153,80.2513913,"Appaswamy Towers, 26QR+WR3, Sir Thyagaraya Rd, T. Nagar, Chennai, Tamil Nadu 600017, India",13.0397711,80.2420573,4,763,0,0,f,,,,,89,,,,,,,,45944.4647,45944.46473,45944,11:09:10,16,real,,,,,,
444,211,,PENDING,RIDE,"BLOCK-C, BLOCK-C, METROZONE TOWERS, Thirumangalam, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.080528,80.1934128,"Thirumangalam Metro, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0854821,80.2009823,1.503,356,0,0,f,,,,,49,,,,,,,,45944.47574,45944.47574,45944,11:25:04,16,Metrozone,Metrozone,,,,,
445,65,,PENDING,RIDE,"DG Vaishnav College ""Main Block"", DG Vaishnav College Rd, SBI Officers Colony, Arumbakkam, Chennai, Tamil Nadu 600106, India",13.0756917,80.2134451,"35JV+C8X, Metrozone Driveway, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0811021,80.1933499,3.147,528,0,0,f,,,,,89,,,,,,,,45944.48962,45944.48962,45944,11:45:03,17,Metrozone,Metrozone,,,,,
446,65,5,CANCELLED,RIDE,"DG Vaishnav College ""Main Block"", DG Vaishnav College Rd, SBI Officers Colony, Arumbakkam, Chennai, Tamil Nadu 600106, India",13.0756917,80.2134451,"35JV+C8X, Metrozone Driveway, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0811021,80.1933499,3.147,528,0,0,f,1,,13.0798595,80.19435078,89,,,,,45944.48992,,,45944.48991,45944.49111,45944,11:45:29,17,Metrozone,Metrozone,,,,,
447,211,5,COMPLETED,RIDE,"BLOCK-C, BLOCK-C, METROZONE TOWERS, Thirumangalam, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.080528,80.1934128,"Thirumangalam Metro, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0854821,80.2009823,1.503,356,5,39,f,,1,13.07994314,80.19420594,49,49,0,45944.53857,45944.56591,45944.53438,3746,3751,45944.53403,45944.56591,45944,12:49:00,18,Metrozone,Metrozone,,,,,
513,170,17,CANCELLED,RIDE,"H1683, 16th Main Rd, Bharathi Colony, Block H, Temple View Colony, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0890025,80.2010469,"Gujji 2nd Street, Gujji 2nd St, Kumaran Nagar, Annanagar East, Chennai, Tamil Nadu 600102, India",13.0898056,80.2268449,3.79,679,0,0,f,,,13.07846794,80.19908756,89,,,,,45946.72879,,,45946.72876,45946.72955,45946,17:29:24,22,FnF,,,,,,
497,187,17,COMPLETED,RIDE,"Crown Residences - Baashyaam Constructions, 23/57, Mattukulam, Koyambedu, Chennai, Tamil Nadu 600107, India",13.0766739,80.1943659,"Pragati's, Ayodhya, Ground Floor, 8/10 Water Works Avenue Road, MR Nagar 2nd St, Aspiran Garden Colony, Kilpauk, Chennai, Tamil Nadu 600010, India",13.0870343,80.2357179,6.122,984,6,17,f,,,13.07989752,80.19417375,126,126,126,45946.41299,45946.42489,45946.39902,2494,2500,45946.39897,45946.4252,45946,09:34:31,15,Metrozone,,,,,,
530,65,,DRIVER_NOT_FOUND,RIDE,"Metrozone G Tower, 35JV+C8X, Metrozone Driveway, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0811021,80.1933499,"M.O.P. Vaishnav College for Women, 20, IV Lane, Nungambakkam High Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600034, India",13.0557886,80.250348,10.026,1728,0,0,f,1,,,,178,,,,,,,,45947.33921,45947.33922,45947,08:08:28,13,Metrozone,Metrozone,,,,,
514,170,,DRIVER_NOT_FOUND,RIDE,"H1683, 16th Main Rd, Bharathi Colony, Block H, Temple View Colony, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.08891033,80.20095505,"Gujji 2nd Street, Gujji 2nd St, Kumaran Nagar, Annanagar East, Chennai, Tamil Nadu 600102, India",13.0898056,80.2268449,3.781,677,0,0,f,,,,,89,,,,,,,,45946.73127,45946.73138,45946,17:33:02,23,FnF,,,,,,
528,65,,DRIVER_NOT_FOUND,RIDE,"Metrozone G Tower, 35JV+C8X, Metrozone Driveway, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0811021,80.1933499,"M.O.P. Vaishnav College for Women, 20, IV Lane, Nungambakkam High Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600034, India",13.0557886,80.250348,10.026,1728,0,0,f,1,,,,178,,,,,,,,45947.33664,45947.33665,45947,08:04:45,13,Metrozone,Metrozone,,,,,
529,65,,DRIVER_NOT_FOUND,RIDE,"Metrozone G Tower, 35JV+C8X, Metrozone Driveway, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0811021,80.1933499,"M.O.P. Vaishnav College for Women, 20, IV Lane, Nungambakkam High Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600034, India",13.0557886,80.250348,10.026,1728,0,0,f,1,,,,178,,,,,,,,45947.33783,45947.33784,45947,08:06:28,13,Metrozone,Metrozone,,,,,
531,65,,DRIVER_NOT_FOUND,RIDE,"Metrozone G Tower, 35JV+C8X, Metrozone Driveway, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0811021,80.1933499,"M.O.P. Vaishnav College for Women, 20, IV Lane, Nungambakkam High Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600034, India",13.0557886,80.250348,10.026,1728,0,0,f,1,,,,178,,,,,,,,45947.34009,45947.3401,45947,08:09:44,13,Metrozone,Metrozone,,,,,
547,264,,PENDING,RIDE,"164, 10th Main Rd, Sidco Industrial Estate, Villivakkam, Chennai, Tamil Nadu 600040, India",13.0829997,80.2080907,"2c/61, 81st St, above iniya tailors, 2c/61, 81st St, above iniya tailors, Sector 10, Sector 13, Ashok Nagar, Chennai, Tamil Nadu 600083, India",13.0392582,80.2104588,7.175,1135,0,0,f,,,,,145,,,,,,,,45947.63722,45947.63722,45947,15:17:36,20,real,,,,,,
559,34,,PENDING,RIDE,"The Metrozone, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.08358855,80.19419286,"Old Tirumangalam, Old Tirumangalam, Anna Nagar, Chennai, Tamil Nadu, India",13.0798376,80.2004083,1.918,472,0,0,f,,,,,49,,,,,,,,45948.1501,45948.1501,45948,03:36:09,9,test,Metrozone,,,,,
737,371,,OUTSIDE_SERVICE_AREA,RIDE,"Karaikudi, Karaikudi, Tamil Nadu, India",10.07354,78.773198,"Goa, Goa, India",15.2993265,74.123996,981.76,65582,0,0,f,,,,,0,,,,,,,,45951.69064,45951.69064,45951,16:34:31,22,real,,,,,,
498,246,,PENDING,RIDE,"Nearly Apollo Medical, 444, MKN Rd, Ramapuram, Alandur, Chennai, Tamil Nadu 600016, India",12.9983369,80.201703,"D IN MEDIA SOLUTIONS, F-2, 103, Rukmani nagar 1st St, Sri Krishna Nagar, OM Shanthi Nagar, Maduravoyal, Chennai, Tamil Nadu 600095, India",13.0529824,80.1720851,10.582,1941,0,0,f,,,,,178,,,,,,,,45946.46552,45946.46552,45946,11:10:21,16,real,,,,,,
448,2,5,CANCELLED,RIDE,"Vr mall, 35JX+M2X, Metrozone Driveway, Anna Nagar West, Chennai, Tamil Nadu 600040, India",13.0817317,80.1976217,"35HX+QC4, Grand Northern Trunk Rd, Thirumangalam, Koyambedu, Chennai, Tamil Nadu 600050, India",13.0793905,80.1985753,3.234,548,0,0,f,1,,13.08526352,80.20091146,89,,,,,45944.56878,,,45944.56871,45944.57047,45944,13:38:56,19,test,Metrozone,,,,,
466,31,12,CANCELLED,RIDE,"Vr mall, 35JX+M2X, Metrozone Driveway, Anna Nagar West, Chennai, Tamil Nadu 600040, India",13.0817317,80.1976217,"Anna Nagar, Anna Nagar, Chennai, Tamil Nadu, India",13.0849557,80.2101342,1.923,445,0,0,f,,,13.07591801,80.19922167,49,,,,,45945.19452,,,45945.1945,45945.19462,45945,04:40:05,10,test,Metrozone,,,,,
479,63,,DRIVER_NOT_FOUND,RIDE,"The Metrozone by Ozone Group, 44, Pillaiyar Koil Street, Behind Vcare Hospital, Off, Jawaharlal Nehru Salai, Thirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0817202,80.1945766,"Anna Nagar Tower, Anna Nagar Tower, 6th Main Rd, X Block, Y Block, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0863829,80.2138098,2.859,595,0,0,f,,,,,88,,,,,,,,45945.76539,45945.76547,45945,18:22:10,23,Metrozone,Metrozone,,,,,
493,219,,DRIVER_NOT_FOUND,RIDE,"Navin's Dayton Heights, 76/52, Collectorate Colony, Aminjikarai, Chennai, Tamil Nadu 600030, India",13.0706073,80.2223386,"Red Cross Blood Bank - Egmore Chennai, 32, Ceebros Centre, 50, Red Cross Rd, Egmore, Chennai, Tamil Nadu 600008, India",13.0666113,80.259683,4.953,869,0,0,f,,,,,107,,,,,,,,45946.32468,45946.32487,45946,07:47:32,13,real,,,,,,
499,192,17,CANCELLED,RIDE,"Glow - Skin | Beauty | Wellness, 3rd Floor, Door No:3, Khader Nawaz Khan Rd, Thousand Lights West, Thousand Lights, Chennai, Poombukar Nagar, Tamil Nadu 600006, India",13.0608153,80.2513913,"Appaswamy Towers, 26QR+WR3, Sir Thyagaraya Rd, T. Nagar, Chennai, Tamil Nadu 600017, India",13.0397711,80.2420573,4,763,0,0,f,,,13.08834067,80.23192853,89,,,,,45946.46598,,,45946.46595,45946.46605,45946,11:10:58,16,real,,,,,,
494,219,,DRIVER_NOT_FOUND,RIDE,"Navin's Dayton Heights, 76/52, Collectorate Colony, Aminjikarai, Chennai, Tamil Nadu 600030, India",13.0706294,80.2224466,"Red Cross Blood Bank - Egmore Chennai, 32, Ceebros Centre, 50, Red Cross Rd, Egmore, Chennai, Tamil Nadu 600008, India",13.0666113,80.259683,4.947,866,0,0,f,,,,,107,,,,,,,,45946.3251,45946.32591,45946,07:48:08,13,real,,,,,,
532,147,,DRIVER_NOT_FOUND,RIDE,"458V+QP7, Vaagai Nagar, Agraharam, Korattur, Chennai, Tamil Nadu 600076, India",13.1169977,80.19428,"KFC, 10, 70 Feet Rd, Periyar Nagar West, Peravallur, Perambur, Chennai, Tamil Nadu 600082, India",13.1170658,80.2281111,6.773,1264,0,0,f,,,,,126,,,,,,,,45947.35615,45947.35623,45947,08:32:51,14,real,,,,,,
546,187,32,CANCELLED,RIDE,"Santhosh Super Stores, C-33, 2nd Ave, opposite Santhosh Super Market, A E Block, Block AE, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0848974,80.2058955,"Crown Residences - Baashyaam Constructions, TALUK VILLAGE NO: 33 & 35, Poonamallee High Rd, AMINJAKARAI, Koyambedu, Chennai, Tamil Nadu 600107, India",13.0766147,80.1937765,3.546,610,0,0,f,,,13.08280484,80.1996991,89,,,,,45947.63558,,,45947.63556,45947.64055,45947,15:15:12,20,Metrozone,,,,,,
560,2,,PENDING,RIDE,"Vr mall, 35JX+M2X, Metrozone Driveway, Anna Nagar West, Chennai, Tamil Nadu 600040, India",13.0817317,80.1976217,"35HX+QC4, Grand Northern Trunk Rd, Thirumangalam, Koyambedu, Chennai, Tamil Nadu 600050, India",13.0793905,80.1985753,3.234,548,0,0,f,,,,,89,,,,,,,,45948.15525,45948.15525,45948,03:43:33,9,test,Metrozone,,,,,
515,120,12,COMPLETED,RIDE,"Metrozone N Tower, 44, Pillaiyar Koil Street, Off, Jawaharlal Nehru Salai, behind Vcare Hospital, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0835308,80.1941479,"Narayana Olympiad School- Mogappair, EB Office Rd, Golden George Nagar, Mogappair East, Chennai, Tamil Nadu 600037, India",13.0795366,80.1826181,2.253,517,0,0,f,3,,13.07984682,80.19417375,88,88,0,45947.10896,45947.10906,45947.09557,2801,2801,45947.09555,45947.10906,45947,02:17:35,7,Metrozone,Metrozone,,,,,
602,144,9,COMPLETED,RIDE,"Metrozone G Tower, 35JV+C8X, Metrozone Driveway, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0811021,80.1933499,"TVH Lumbini Square, TVH Lumbini Square, Brick Kiln Rd, Lumbini Square, Purasaiwakkam, Chennai, Tamil Nadu 600007, India",13.0881494,80.250468,7.601,1560,11,44,f,,1,13.07978092,80.19440979,145,145,0,45948.44812,45948.47887,45948.44459,4447,4458,45948.4443,45948.47887,45948,10:39:48,16,Metrozone,Metrozone,,,,,
619,293,,DRIVER_NOT_FOUND,RIDE,"53, Subhash Nagar, Kolathur, Chennai, Tamil Nadu 600099, India",13.1337132,80.1945438,"Koyambedu CMBT Bus Stand, Koyambedu, Chennai, Tamil Nadu 600107, India",13.0686902,80.2051416,9.623,1402,0,0,f,,1,,,173,,,,,,,,45948.58484,45948.58491,45948,14:02:10,19,real,,,,,,
578,13,5,COMPLETED,RIDE,"35HX+6GQ Cooum River Bridge, Grand Northern Trunk Rd, Anna Nagar West, Koyambedu, Chennai, Tamil Nadu 600107, India",13.0778198,80.1988392,"METROZONE TOWERS, METROZONE TOWERS, Thirumangalam, Chennai, Tamil Nadu 600040, India",13.0814185,80.1951781,0.982,219,0,14,f,,,13.07852117,80.19924313,39,39,39,45948.30026,45948.31004,45948.29991,3997,3997,45948.29988,45948.31012,45948,07:11:50,12,test,Metrozone,,,,,
617,284,,PENDING,RIDE,"UDS new office, 105 & 111, Anna Salai, Little Mount, Guindy, Chennai, Tamil Nadu 600032, India",13.014077,80.220242,"Updater Services Limited (UDS Office), 42, Gandhi Mandapam Rd, Chitra Nagar, Kotturpuram, Chennai, Tamil Nadu 600085, India",13.020161,80.241487,4.52,611,0,0,f,,,,,107,,,,,,,,45948.58321,45948.58321,45948,13:59:50,19,FnF,,,,,,
618,293,,PENDING,RIDE,"53, Subhash Nagar, Kolathur, Chennai, Tamil Nadu 600099, India",13.1337277,80.1945754,"CMBT Bus Stand, 3684+Q68, Chennai - Theni Hwy, Koyambedu, Chennai, Tamil Nadu 600107, India",13.0669036,80.2055654,9.946,1552,0,0,f,,,,,173,,,,,,,,45948.5838,45948.5838,45948,14:00:40,19,real,,,,,,
601,65,5,COMPLETED,RIDE,"Thirumangalam Metro, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0854821,80.2009823,"35JV+C8X, Metrozone Driveway, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0811021,80.1933499,2.111,555,2,15,f,1,,13.09846435,80.19773036,88,88,0,45948.45539,45948.46593,45948.44256,4014,4016,45948.44255,45948.46593,45948,10:37:16,16,Metrozone,Metrozone,,,,,
620,294,,PENDING,RIDE,"14, Kushaldoss St, Pushpa Colony, Saligramam, Chennai, Tamil Nadu 600093, India",13.0535817,80.203135,"Vr mall, 35JX+M2X, Metrozone Driveway, Anna Nagar West, Chennai, Tamil Nadu 600040, India",13.0817317,80.1976217,4.815,745,0,0,f,,,,,107,,,,,,,,45948.5855,45948.5855,45948,14:03:07,19,Metrozone,Metrozone,,,,,
648,333,,PENDING,RIDE,"29-11, Kaveri St, Venkateshwara Nagar, Rajaji Nagar, Kolathur, Chennai, Tamil Nadu 600049, India",13.1126974,80.2112615,"City mobiles, 26, MGR Nagar, Kolathur, Chennai, Tamil Nadu 600099, India",13.1235394,80.2111982,1.613,323,0,0,f,,,,,49,,,,,,,,45949.46163,45949.46163,45949,11:04:45,16,real,,,,,,
634,318,,PENDING,RIDE,"National Star Matriculation Higher Secondary School, 36G5+496, No: 6, VOC St, Jagannatha Nagar, Arumbakkam, Chennai, Tamil Nadu 600106, India",13.0752116,80.2079872,"Bajanai Koil Street, Bajanai Koil St, Uliyanallore, Kamaraj Nagar, Choolaimedu, Chennai, Tamil Nadu 600094, India",13.0603396,80.2232674,3.636,757,0,0,f,,,,,89,,,,,,,,45949.21411,45949.21411,45949,05:08:19,10,real,,,,,,
665,345,,PENDING,RIDE,"11/18, Dasarathapuram Main Rd, Dasaratha Puram, Saligramam, Chennai, Tamil Nadu 600093, India",13.0572822,80.202815,"vadapalani, 3624+2QR, Vadapalani Bus Depo Rd, Vadapalani, Chennai, Tamil Nadu 600026, India",13.0501069,80.2069016,1.688,429,0,0,f,,,,,49,,,,,,,,45949.66397,45949.66397,45949,15:56:07,21,real,,,,,,
451,3,,CANCELLED,RIDE,"VR mall stop, 35HX+QC4, Grand Northern Trunk Rd, Thirumangalam, Koyambedu, Chennai, Tamil Nadu 600040, India",13.0793905,80.1985753,"CMBT Bus Stand, 3684+Q68, Chennai - Theni Hwy, Koyambedu, Chennai, Tamil Nadu 600107, India",13.0669036,80.2055654,4.416,813,0,0,f,,,,,107,,,,,,,,45944.61558,45944.71414,45944,14:46:26,20,test,,,,,,
450,3,,CANCELLED,RIDE,"Vr mall, 35JX+M2X, Metrozone Driveway, Anna Nagar West, Chennai, Tamil Nadu 600040, India",13.0817317,80.1976217,"CMBT Bus Stand, 3684+Q68, Chennai - Theni Hwy, Koyambedu, Chennai, Tamil Nadu 600107, India",13.0669036,80.2055654,4.273,811,0,0,f,,,,,107,,,,,,,,45944.61501,45944.71422,45944,14:45:37,20,test,Metrozone,,,,,
449,3,,CANCELLED,RIDE,"Vr mall, 35JX+M2X, Metrozone Driveway, Anna Nagar West, Chennai, Tamil Nadu 600040, India",13.0817317,80.1976217,"Sky Walk, Sky Walk, 1, Nelson Manickam Rd, near Ampa Skyone, Aminjikarai, Chennai, Tamil Nadu 600030, India",13.0736117,80.2215873,4.875,857,0,0,f,,,,,107,,,,,,,,45944.61465,45944.71443,45944,14:45:05,20,test,Metrozone,,,,,
563,273,,PENDING,RIDE,"26PP+P8M, T. Nagar, Chennai, Tamil Nadu 600017, India",13.03707886,80.23587952,"The Metrozone by Ozone Group, 44, Pillaiyar Koil Street, Behind Vcare Hospital, Off, Jawaharlal Nehru Salai, Thirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0817202,80.1945766,8.371,1418,0,0,f,,,,,162,,,,,,,,45948.17168,45948.17168,45948,04:07:13,9,Metrozone,Metrozone,,,,,
564,34,,PENDING,RIDE,"35HX+6GQ Cooum River Bridge, Grand Northern Trunk Rd, Anna Nagar West, Koyambedu, Chennai, Tamil Nadu 600107, India",13.07803501,80.19905502,"Metrozone N Tower, 44, Pillaiyar Koil Street, Off, Jawaharlal Nehru Salai, behind Vcare Hospital, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0835308,80.1941479,2.43,440,0,0,f,,,,,88,,,,,,,,45948.17264,45948.17264,45948,04:08:36,9,test,Metrozone,,,,,
467,31,12,CANCELLED,RIDE,"Vr mall, 35JX+M2X, Metrozone Driveway, Anna Nagar West, Chennai, Tamil Nadu 600040, India",13.0817317,80.1976217,"Anna Nagar, Anna Nagar, Chennai, Tamil Nadu, India",13.0849557,80.2101342,1.923,445,0,0,f,,,13.07374068,80.20011216,49,,,,,45945.1955,,,45945.19549,45945.19598,45945,04:41:30,10,test,Metrozone,,,,,
480,238,,PENDING,RIDE,"3/13/43, Thiru Nagar, Anna Nagar, Chennai, Tamil Nadu 600049, India",13.1001536,80.2023605,"THIRUMANGALAM METRO PARKING, 36P2+2V2, L Block, Kurinji Colony, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0850203,80.2021362,2.592,570,0,0,f,,,,,88,,,,,,,,45945.79815,45945.79815,45945,19:09:20,0,real,,,,,,
481,238,,PENDING,RIDE,"3/13/43, Thiru Nagar, Anna Nagar, Chennai, Tamil Nadu 600049, India",13.1001494,80.2023579,"Dr Nalli Kuppuswami Vivekananda Vidyalaya Junior College, 454M+989, 11th St, TNHB Colony, Korattur, TNHB Colony, Chennai, Tamil Nadu 600050, India",13.1059241,80.1833447,3.703,652,0,0,f,,,,,89,,,,,,,,45945.79867,45945.79867,45945,19:10:05,0,real,,,,,,
495,219,,DRIVER_NOT_FOUND,RIDE,"Navin's Dayton Heights, 76/52, Collectorate Colony, Aminjikarai, Chennai, Tamil Nadu 600030, India",13.0706528,80.2225259,"Red Cross Blood Bank - Egmore Chennai, 32, Ceebros Centre, 50, Red Cross Rd, Egmore, Chennai, Tamil Nadu 600008, India",13.0666113,80.259683,5.162,936,0,0,f,,,,,120,,,,,,,,45946.3295,45946.32952,45946,07:54:29,13,real,,,,,,
565,34,,PENDING,RIDE,"35HX+CPF, Old Tirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.07845133,80.19913728,"Metrozone N Tower, 44, Pillaiyar Koil Street, Off, Jawaharlal Nehru Salai, behind Vcare Hospital, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0835308,80.1941479,2.475,445,0,0,f,,,,,88,,,,,,,,45948.17298,45948.17298,45948,04:09:06,9,test,Metrozone,,,,,
